Unnamed: 0,"Route Id
(GTFS/Remix)","Route Name
(KCM)",Block Id,Departure Time,Arrival Time,"Distance
(mi)",Vehicle Size,"Efficiency
(kWh/mi)","Traction Energy
(kWh)","HVAC/ Aux
(kWh)","Total Energy
(kWh)",Depot,split category
1892,7aad9e52,251 - P3 Proposed (Local) (replaced 3090),7aad9e52-B5,23:41:00,2:03:00,46.08,60,3.84,148.23,28.86,177.09,East,no split needed
3626,eacb8e56,2515,eacb8e56-B9,10:21:00,12:18:00,46.63,60,3.8,150.28,26.86,177.14,East,no split needed
1296,4c074ba0,3067,4c074ba0-B8,18:40:00,19:48:00,44.15,60,4.01,135.99,41.19,177.18,South,no split needed
1274,4819048b,102,4819048b-B27,17:07:00,19:12:00,53.27,40,3.33,133.09,44.29,177.38,South,no split needed
46,007d0d7c,225 - P3 Proposed (replaced 1025),007d0d7c-B8,21:10:00,22:42:00,35.15,60,5.05,152.52,24.86,177.39,East,no split needed
3542,eab5da70,3114,eab5da70-B10,14:38:00,16:33:00,36.56,60,4.85,150.74,26.7,177.44,East,no split needed
3666,ef6e021f,1995,ef6e021f-B19,18:47:00,21:47:00,45.67,40,3.89,143.93,33.59,177.52,North,no split needed
3067,c8122420,1009,c8122420-B43,23:39:00,1:18:00,40.02,60,4.44,148.33,29.21,177.53,North,no split needed
3837,f8d57914,226 - P3 Proposed (Local) (replaced 3080),f8d57914-B12,17:09:00,19:43:00,48.8,40,3.64,149.37,28.18,177.54,Bellevue,no split needed
289,1346a743,5,1346a743-B18,10:34:00,11:36:00,35.42,60,5.01,137.96,39.6,177.56,Atlantic-Central,no split needed
1262,4819048b,102,4819048b-B16,14:55:00,17:00:00,54.24,40,3.27,133.27,44.29,177.56,South,no split needed
311,1346a743,5,1346a743-B28,21:01:00,22:16:00,31.79,60,5.59,137.06,40.64,177.69,Atlantic-Central,no split needed
2150,93a80948,1048 RR (F Line) - updated,93a80948-B25,23:46:00,2:40:00,44.36,40,4.01,146.61,31.1,177.71,South_Interim,no split needed
1279,4819048b,102,4819048b-B31,17:55:00,20:00:00,54.3,40,3.27,133.48,44.29,177.77,South,no split needed
2422,a073d3db,269 - P3 Proposed (Local) (replaced 1026 & 2206),a073d3db-B12,8:56:00,12:12:00,53.96,40,3.3,146.86,31.05,177.9,Bellevue,no split needed
2939,c204fdf4,50,c204fdf4-B10,7:42:00,9:14:00,28.07,60,6.34,136.05,42.0,178.04,Atlantic-Central,no split needed
1272,4819048b,102,4819048b-B25,16:43:00,18:48:00,53.49,40,3.33,133.96,44.29,178.25,South,no split needed
1265,4819048b,102,4819048b-B19,15:31:00,17:36:00,54.33,40,3.28,134.05,44.29,178.34,South,no split needed
2433,a073d3db,269 - P3 Proposed (Local) (replaced 1026 & 2206),a073d3db-B3,6:56:00,21:05:00,53.78,40,3.32,147.41,31.05,178.46,Bellevue,no split needed
1271,4819048b,102,4819048b-B24,16:31:00,18:36:00,54.04,40,3.3,134.29,44.29,178.58,South,no split needed
3600,eacb8e56,2515,eacb8e56-B27,16:41:00,18:49:00,44.44,60,4.02,150.86,27.74,178.61,East,no split needed
2499,a4df1f2e,1049 RRIC,a4df1f2e-B34,21:43:00,23:28:00,45.18,60,3.95,151.01,27.61,178.62,South_Interim,no split needed
3592,eacb8e56,2515,eacb8e56-B23,14:41:00,16:49:00,44.8,60,3.99,151.0,27.74,178.74,East,no split needed
1278,4819048b,102,4819048b-B30,17:43:00,19:48:00,52.67,40,3.4,134.71,44.29,179.0,South,no split needed
3596,eacb8e56,2515,eacb8e56-B25,15:41:00,17:49:00,45.12,60,3.97,151.46,27.74,179.21,East,no split needed
3610,eacb8e56,2515,eacb8e56-B31,18:41:00,20:49:00,44.8,60,4.0,151.56,27.74,179.31,East,no split needed
1298,50d6bd83,1994,50d6bd83-B10,6:30:00,10:11:00,40.91,40,4.38,142.92,36.39,179.31,North,no split needed
1269,4819048b,102,4819048b-B22,16:08:00,18:12:00,53.62,40,3.35,135.14,44.22,179.36,South,no split needed
3676,ef6e021f,1995,ef6e021f-B8,6:47:00,9:43:00,46.3,40,3.88,146.25,33.31,179.57,North,no split needed
3598,eacb8e56,2515,eacb8e56-B26,16:11:00,18:19:00,45.19,60,3.98,151.91,27.74,179.65,East,no split needed
892,30c6e352,1061,30c6e352-B22,14:51:00,20:08:00,30.68,40,5.86,123.46,56.3,179.76,Atlantic-Central,no split needed
3612,eacb8e56,2515,eacb8e56-B32,19:11:00,21:19:00,45.2,60,3.98,152.03,27.74,179.78,East,no split needed
2094,9129ad03,2022,9129ad03-B7,6:47:00,9:38:00,64.27,40,2.8,148.98,30.89,179.87,South_Interim,no split needed
295,1346a743,5,1346a743-B20,12:35:00,13:36:00,36.0,60,5.0,140.62,39.52,180.13,Atlantic-Central,no split needed
1294,4c074ba0,3067,4c074ba0-B6,8:40:00,9:50:00,44.59,60,4.04,138.81,41.35,180.16,South,no split needed
3677,ef6e021f,1995,ef6e021f-B9,7:07:00,10:03:00,47.17,40,3.82,146.87,33.31,180.18,North,no split needed
307,1346a743,5,1346a743-B26,19:01:00,20:16:00,32.65,60,5.52,139.59,40.64,180.22,Atlantic-Central,no split needed
248,0d82aed9,181 (replaced 1052 RRIC),0d82aed9-B11,7:06:00,9:04:00,56.78,40,3.18,136.58,43.81,180.39,South,no split needed
3604,eacb8e56,2515,eacb8e56-B29,17:41:00,19:49:00,45.1,60,4.01,152.9,27.74,180.65,East,no split needed
1276,4819048b,102,4819048b-B29,17:31:00,19:36:00,54.02,40,3.35,136.49,44.29,180.78,South,no split needed
3962,fed10952,1514,fed10952-B20,14:18:00,16:53:00,51.77,40,3.5,151.52,29.5,181.03,South_Annex,no split needed
2986,c66e5351,165 (replaced 1056 & 3990),c66e5351-B14,15:14:00,17:35:00,51.56,40,3.51,152.51,28.55,181.06,South_Annex,no split needed
3614,eacb8e56,2515,eacb8e56-B33,19:41:00,21:49:00,45.51,60,3.98,153.48,27.74,181.22,East,no split needed
1270,4819048b,102,4819048b-B23,16:19:00,18:24:00,53.2,40,3.41,136.96,44.29,181.25,South,no split needed
3632,eb1f1b94,1014,eb1f1b94-B14,15:03:00,19:16:00,51.85,40,3.5,132.16,49.11,181.26,Ryerson,no split needed
3836,f8d57914,226 - P3 Proposed (Local) (replaced 3080),f8d57914-B11,16:09:00,18:43:00,50.68,40,3.58,153.21,28.18,181.38,Bellevue,no split needed
3976,fed10952,1514,fed10952-B27,22:18:00,0:41:00,52.38,40,3.46,152.76,28.68,181.44,South_Annex,no split needed
1587,6af3d3de,131,6af3d3de-B9,7:09:00,9:46:00,42.42,40,4.28,135.1,46.48,181.58,South,no split needed
1282,4819048b,102,4819048b-B34,18:31:00,20:36:00,53.79,40,3.38,137.63,44.29,181.92,South,no split needed
1275,4819048b,102,4819048b-B28,17:19:00,19:24:00,53.72,40,3.39,137.66,44.29,181.95,South,no split needed
890,30c6e352,1061,30c6e352-B21,14:43:00,20:10:00,30.8,40,5.91,125.0,56.98,181.98,Atlantic-Central,no split needed
3076,c99fbd92,2204,c99fbd92-B10,7:44:00,9:18:00,43.71,60,4.16,156.98,25.02,182.0,East,no split needed
3114,c99fbd92,2204,c99fbd92-B4,5:59:00,7:33:00,43.71,60,4.16,156.98,25.02,182.0,East,no split needed
3122,c99fbd92,2204,c99fbd92-B8,6:44:00,8:18:00,43.71,60,4.16,156.98,25.02,182.0,East,no split needed
940,30dec229,21,30dec229-B17,7:33:00,10:28:00,48.59,40,3.75,135.56,46.59,182.15,Atlantic-Central,no split needed
2127,935c8aaa,3122,935c8aaa-B7,6:40:00,9:26:00,51.01,40,3.57,136.25,45.98,182.23,Atlantic-Central,no split needed
24,007d0d7c,225 - P3 Proposed (replaced 1025),007d0d7c-B11,22:50:00,0:27:00,39.92,60,4.57,157.06,25.26,182.33,East,no split needed
1261,4819048b,102,4819048b-B15,14:43:00,16:48:00,54.75,40,3.33,138.09,44.29,182.38,South,no split needed
3602,eacb8e56,2515,eacb8e56-B28,17:11:00,19:19:00,45.18,60,4.04,154.72,27.74,182.46,East,no split needed
3966,fed10952,1514,fed10952-B22,18:18:00,20:42:00,52.79,40,3.46,153.77,28.75,182.52,South_Annex,no split needed
285,1346a743,5,1346a743-B16,9:11:00,10:12:00,36.76,60,4.97,143.08,39.52,182.6,Atlantic-Central,no split needed
3986,fed10952,1514,fed10952-B31,23:18:00,1:41:00,52.29,40,3.49,154.04,28.68,182.72,South_Annex,no split needed
2955,c204fdf4,50,c204fdf4-B18,18:47:00,20:24:00,29.25,60,6.25,140.33,42.4,182.72,Atlantic-Central,no split needed
2503,a4df1f2e,1049 RRIC,a4df1f2e-B38,1:13:00,2:58:00,45.76,60,3.99,155.13,27.61,182.74,South_Interim,no split needed
281,1346a743,5,1346a743-B14,8:29:00,9:40:00,35.63,60,5.13,142.49,40.32,182.8,Atlantic-Central,no split needed
2500,a4df1f2e,1049 RRIC,a4df1f2e-B35,23:43:00,1:28:00,46.0,60,3.97,155.2,27.61,182.8,South_Interim,no split needed
2495,a4df1f2e,1049 RRIC,a4df1f2e-B30,19:44:00,21:28:00,46.01,60,3.98,155.49,27.53,183.02,South_Interim,no split needed
3594,eacb8e56,2515,eacb8e56-B24,15:11:00,17:19:00,45.52,60,4.02,155.29,27.74,183.04,East,no split needed
1260,4819048b,102,4819048b-B14,7:43:00,9:20:00,50.98,40,3.59,140.67,42.38,183.05,South,no split needed
1280,4819048b,102,4819048b-B32,18:07:00,20:12:00,54.13,40,3.39,138.98,44.29,183.27,South,no split needed
3078,c99fbd92,2204,c99fbd92-B11,8:14:00,9:48:00,44.12,60,4.16,158.65,25.02,183.67,East,no split needed
2566,a7bed128,1515,a7bed128-B13,22:41:00,0:59:00,57.58,40,3.19,155.38,28.34,183.72,South_Annex,no split needed
1267,4819048b,102,4819048b-B20,15:43:00,17:48:00,53.84,40,3.42,139.92,44.29,184.21,South,no split needed
2502,a4df1f2e,1049 RRIC,a4df1f2e-B37,0:43:00,2:28:00,45.92,60,4.02,156.82,27.61,184.42,South_Interim,no split needed
2976,c66e5351,165 (replaced 1056 & 3990),c66e5351-B1,4:21:00,0:29:00,52.67,40,3.5,158.01,26.43,184.44,South_Annex,no split needed
309,1346a743,5,1346a743-B27,20:01:00,21:16:00,34.27,60,5.38,143.85,40.64,184.49,Atlantic-Central,no split needed
103,097b0d89,250 - P2/P3 Proposed (Frequent) (replaced 1026),097b0d89-B7,0:34:00,2:36:00,58.33,60,3.17,174.55,10.13,184.68,South,no split needed
287,1346a743,5,1346a743-B17,9:35:00,10:36:00,37.2,60,4.97,145.25,39.52,184.76,Atlantic-Central,no split needed
2992,c66e5351,165 (replaced 1056 & 3990),c66e5351-B17,22:12:00,0:05:00,52.67,40,3.51,158.32,26.63,184.96,South_Annex,no split needed
2516,a521d900,74 -79,a521d900-B12,15:46:00,19:24:00,38.22,40,4.84,135.47,49.53,185.0,Atlantic-Central,no split needed
2498,a4df1f2e,1049 RRIC,a4df1f2e-B33,21:23:00,23:08:00,45.66,60,4.05,157.4,27.61,185.01,South_Interim,no split needed
3980,fed10952,1514,fed10952-B29,22:48:00,1:11:00,53.13,40,3.48,156.33,28.68,185.01,South_Annex,no split needed
1264,4819048b,102,4819048b-B18,15:19:00,17:24:00,54.61,40,3.39,140.81,44.29,185.1,South,no split needed
3120,c99fbd92,2204,c99fbd92-B7,6:29:00,8:03:00,44.13,60,4.2,160.29,25.02,185.31,East,no split needed
3106,c99fbd92,2204,c99fbd92-B24,21:04:00,22:38:00,44.13,60,4.2,160.29,25.02,185.31,East,no split needed
3108,c99fbd92,2204,c99fbd92-B25,21:24:00,22:58:00,44.22,60,4.19,160.47,25.02,185.49,East,no split needed
3110,c99fbd92,2204,c99fbd92-B26,21:44:00,23:18:00,44.22,60,4.19,160.47,25.02,185.49,East,no split needed
897,30c6e352,1061,30c6e352-B24,15:31:00,19:32:00,24.37,60,7.64,132.35,53.92,186.27,Atlantic-Central,no split needed
3355,da284b6a,930,da284b6a-B6,8:47:00,20:24:00,46.22,40,4.03,138.15,48.22,186.37,East,no split needed
3937,fe352533,231,fe352533-B6,20:19:00,22:13:00,33.84,60,5.51,159.95,26.62,186.58,East,no split needed
2536,a521d900,74 -79,a521d900-B9,14:47:00,18:54:00,37.91,40,4.93,135.27,51.51,186.78,Atlantic-Central,no split needed
656,282ed3f4,2012,282ed3f4-B15,12:47:00,16:11:00,74.21,40,2.52,155.55,31.59,187.15,Bellevue,no split needed
3394,da45433b,122,da45433b-B23,20:57:00,22:40:00,44.11,60,4.25,160.2,27.15,187.35,South_Annex,no split needed
2324,993c5248,40 - replaced 1993 (40RR) RRIC,993c5248-B35,16:27:00,20:04:00,47.21,40,3.98,138.23,49.46,187.7,Atlantic-Central,no split needed
654,282ed3f4,2012,282ed3f4-B13,10:47:00,14:11:00,73.35,40,2.56,156.15,31.59,187.74,Bellevue,no split needed
657,282ed3f4,2012,282ed3f4-B16,13:47:00,17:11:00,73.35,40,2.56,156.25,31.59,187.84,Bellevue,no split needed
331,1346a743,5,1346a743-B7,5:53:00,18:39:00,36.69,60,5.12,147.65,40.32,187.96,Atlantic-Central,no split needed
2496,a4df1f2e,1049 RRIC,a4df1f2e-B31,20:43:00,22:28:00,46.82,60,4.02,160.7,27.61,188.31,South_Interim,no split needed
655,282ed3f4,2012,282ed3f4-B14,11:47:00,15:11:00,74.84,40,2.52,157.07,31.59,188.66,Bellevue,no split needed
2530,a521d900,74 -79,a521d900-B6,5:49:00,9:38:00,38.37,40,4.92,138.43,50.28,188.72,Atlantic-Central,no split needed
674,282ed3f4,2012,282ed3f4-B4,6:47:00,20:09:00,75.16,40,2.52,158.48,30.57,189.04,Bellevue,no split needed
2501,a4df1f2e,1049 RRIC,a4df1f2e-B36,0:13:00,1:58:00,46.25,60,4.09,161.47,27.61,189.08,South_Interim,no split needed
3388,da45433b,122,da45433b-B20,20:12:00,21:55:00,44.46,60,4.25,162.0,27.15,189.16,South_Annex,no split needed
3206,cfa9dc33,3998,cfa9dc33-B6,6:32:00,9:25:00,33.99,60,5.58,156.88,32.75,189.64,South_Annex,no split needed
666,282ed3f4,2012,282ed3f4-B24,16:47:00,20:11:00,73.97,40,2.56,158.05,31.59,189.64,Bellevue,no split needed
653,282ed3f4,2012,282ed3f4-B12,9:47:00,13:11:00,74.87,40,2.53,158.08,31.59,189.67,Bellevue,no split needed
164,0af42d69,1202,0af42d69-B28,15:35:00,19:17:00,48.8,40,3.89,139.98,49.81,189.78,Atlantic-Central,no split needed
658,282ed3f4,2012,282ed3f4-B17,14:47:00,18:11:00,73.97,40,2.57,158.39,31.59,189.98,Bellevue,no split needed
3384,da45433b,122,da45433b-B19,19:57:00,21:40:00,44.14,60,4.3,162.84,27.15,189.99,South_Annex,no split needed
2497,a4df1f2e,1049 RRIC,a4df1f2e-B32,21:03:00,22:48:00,47.56,60,4.0,162.41,27.61,190.02,South_Interim,no split needed
1843,77d7832b,1074,77d7832b-B31,18:39:00,21:28:00,34.61,60,5.5,142.09,48.16,190.24,Atlantic-Central,no split needed
316,1346a743,5,1346a743-B30,23:58:00,2:22:00,42.78,40,4.45,145.81,44.48,190.29,Atlantic-Central,no split needed
2532,a521d900,74 -79,a521d900-B7,5:51:00,9:35:00,39.9,40,4.77,140.38,49.94,190.33,Atlantic-Central,no split needed
1157,3b623130,224,3b623130-B2,5:15:00,8:12:00,62.97,40,3.02,160.82,29.6,190.42,East,no split needed
2278,993c5248,40 - replaced 1993 (40RR) RRIC,993c5248-B14,6:27:00,9:56:00,48.63,40,3.92,141.53,48.92,190.45,Atlantic-Central,no split needed
670,282ed3f4,2012,282ed3f4-B28,18:47:00,22:11:00,75.11,40,2.54,158.87,31.59,190.46,Bellevue,no split needed
3392,da45433b,122,da45433b-B22,20:42:00,22:25:00,44.8,60,4.26,163.74,27.15,190.89,South_Annex,no split needed
2972,c204fdf4,50,c204fdf4-B8,7:02:00,10:05:00,45.53,40,4.2,144.11,47.14,191.25,Atlantic-Central,no split needed
1201,452acb62,101,452acb62-B13,14:44:00,17:20:00,57.29,40,3.34,144.94,46.41,191.35,South,no split needed
665,282ed3f4,2012,282ed3f4-B23,16:17:00,19:41:00,74.61,40,2.57,160.04,31.59,191.63,Bellevue,no split needed
2478,a4df1f2e,1049 RRIC,a4df1f2e-B15,8:02:00,9:36:00,47.89,60,4.0,164.99,26.73,191.72,South_Interim,no split needed
779,2e929340,545/550,2e929340-B6,1:44:00,5:29:00,67.2,40,2.85,158.84,32.88,191.72,East,no split needed
662,282ed3f4,2012,282ed3f4-B20,15:17:00,18:41:00,75.52,40,2.54,160.24,31.59,191.83,Bellevue,no split needed
3398,da45433b,122,da45433b-B25,21:27:00,23:10:00,44.83,60,4.28,164.69,27.15,191.85,South_Annex,no split needed
2518,a521d900,74 -79,a521d900-B13,15:48:00,19:28:00,39.69,40,4.84,142.44,49.67,192.11,Atlantic-Central,no split needed
663,282ed3f4,2012,282ed3f4-B21,15:47:00,19:11:00,75.93,40,2.54,161.0,31.59,192.59,Bellevue,no split needed
2284,993c5248,40 - replaced 1993 (40RR) RRIC,993c5248-B17,6:48:00,10:33:00,48.74,40,3.95,142.68,50.01,192.69,Atlantic-Central,no split needed
3059,c8122420,1009,c8122420-B36,15:48:00,17:18:00,42.8,60,4.5,164.3,28.49,192.79,North,no split needed
1277,4819048b,102,4819048b-B3,5:31:00,7:08:00,54.59,40,3.53,150.42,42.38,192.8,South,no split needed
3203,cfa9dc33,3998,cfa9dc33-B5,6:12:00,10:19:00,42.53,40,4.53,157.03,35.79,192.82,South_Annex,no split needed
2514,a521d900,74 -79,a521d900-B11,15:19:00,18:58:00,40.11,40,4.81,143.4,49.6,193.0,Atlantic-Central,no split needed
3390,da45433b,122,da45433b-B21,20:27:00,22:10:00,44.23,60,4.37,166.03,27.15,193.18,South_Annex,no split needed
1286,4819048b,102,4819048b-B7,6:19:00,7:56:00,54.13,40,3.57,151.04,42.38,193.42,South,no split needed
668,282ed3f4,2012,282ed3f4-B26,17:47:00,21:11:00,75.48,40,2.56,161.97,31.59,193.56,Bellevue,no split needed
2990,c66e5351,165 (replaced 1056 & 3990),c66e5351-B16,16:14:00,18:25:00,54.06,40,3.58,165.86,27.86,193.72,South_Annex,no split needed
1585,6af3d3de,131,6af3d3de-B7,6:29:00,9:06:00,47.78,40,4.06,147.41,46.48,193.89,South,no split needed
1255,4819048b,102,4819048b-B1,5:07:00,6:44:00,53.0,40,3.66,151.67,42.38,194.04,South,no split needed
1285,4819048b,102,4819048b-B6,6:07:00,7:44:00,53.51,40,3.63,152.0,42.38,194.38,South,no split needed
1352,59826c4f,1220,59826c4f-B18,14:45:00,19:00:00,37.81,40,5.15,145.68,49.24,194.93,Ryerson,no split needed
1259,4819048b,102,4819048b-B13,7:31:00,9:08:00,55.62,40,3.51,152.64,42.38,195.01,South,no split needed
2093,9129ad03,2022,9129ad03-B6,6:27:00,9:24:00,67.52,40,2.89,163.81,31.3,195.11,South_Interim,no split needed
1288,4819048b,102,4819048b-B9,6:43:00,8:20:00,56.27,40,3.47,152.75,42.38,195.12,South,no split needed
1469,66c6203f,3992,66c6203f-B17,14:47:00,18:52:00,55.83,40,3.5,160.78,34.39,195.17,Bellevue,no split needed
347,13b335d0,143,13b335d0-B8,16:13:00,18:49:00,75.26,40,2.6,148.95,46.41,195.36,South,no split needed
1462,66c6203f,3992,66c6203f-B10,5:57:00,10:02:00,56.95,40,3.44,161.37,34.39,195.76,Bellevue,no split needed
3400,da45433b,122,da45433b-B26,21:42:00,23:25:00,45.46,60,4.31,168.62,27.15,195.77,South_Annex,no split needed
1258,4819048b,102,4819048b-B12,7:19:00,8:56:00,54.68,40,3.58,153.55,42.38,195.92,South,no split needed
2346,993c5248,40 - replaced 1993 (40RR) RRIC,993c5248-B45,0:00:00,3:17:00,50.81,40,3.86,148.07,48.1,196.17,Atlantic-Central,no split needed
478,20fc5c2b,1215,20fc5c2b-B15,18:42:00,21:48:00,46.95,40,4.19,162.59,34.0,196.58,North,no split needed
3057,c8122420,1009,c8122420-B34,15:39:00,17:08:00,44.18,60,4.45,168.2,28.41,196.6,North,no split needed
1573,6af3d3de,131,6af3d3de-B16,18:49:00,21:44:00,46.13,40,4.26,149.03,47.71,196.73,South,no split needed
298,1346a743,5,1346a743-B22,14:34:00,16:40:00,43.0,40,4.58,153.54,43.25,196.79,Atlantic-Central,no split needed
3101,c99fbd92,2204,c99fbd92-B22,18:05:00,21:18:00,65.96,40,2.99,166.44,30.69,197.13,East,no split needed
348,13b335d0,143,13b335d0-B9,16:43:00,19:19:00,76.39,40,2.58,151.0,46.41,197.41,South,no split needed
1471,66c6203f,3992,66c6203f-B19,15:07:00,19:12:00,57.82,40,3.42,163.11,34.39,197.51,Bellevue,no split needed
3099,c99fbd92,2204,c99fbd92-B21,17:05:00,20:18:00,66.19,40,2.99,166.93,30.69,197.62,East,no split needed
1283,4819048b,102,4819048b-B4,5:43:00,7:20:00,55.63,40,3.55,155.32,42.38,197.7,South,no split needed
1482,66c6203f,3992,66c6203f-B5,5:17:00,19:00:00,57.15,40,3.46,163.39,34.39,197.78,Bellevue,no split needed
1257,4819048b,102,4819048b-B11,7:07:00,8:44:00,56.63,40,3.5,155.56,42.38,197.94,South,no split needed
1037,382a7992,2402,382a7992-B25,21:59:00,1:22:00,77.22,40,2.56,148.36,49.62,197.98,South,no split needed
167,0af42d69,1202,0af42d69-B29,15:56:00,19:02:00,28.99,60,6.83,148.57,49.52,198.09,Atlantic-Central,no split needed
988,32f39340,3055,32f39340-B13,8:49:00,11:08:00,32.09,60,6.18,151.26,46.87,198.13,South,no split needed
337,13b335d0,143,13b335d0-B10,17:13:00,19:49:00,75.69,40,2.62,151.8,46.41,198.21,South,no split needed
345,13b335d0,143,13b335d0-B6,15:13:00,17:49:00,75.89,40,2.61,151.92,46.41,198.33,South,no split needed
1473,66c6203f,3992,66c6203f-B20,15:17:00,19:22:00,57.46,40,3.46,164.38,34.39,198.77,Bellevue,no split needed
2374,999090ea,3061,999090ea-B19,21:46:00,0:47:00,57.0,40,3.49,167.3,31.58,198.88,South_Interim,no split needed
2397,9c1653f3,3183,9c1653f3-B22,15:28:00,19:00:00,55.45,40,3.59,166.82,32.14,198.96,Bellevue,no split needed
1284,4819048b,102,4819048b-B5,5:55:00,7:32:00,57.83,40,3.44,156.66,42.38,199.03,South,no split needed
2568,a7bed128,1515,a7bed128-B14,23:00:00,1:40:00,71.96,40,2.77,169.2,29.85,199.04,South_Annex,no split needed
1485,66c6203f,3992,66c6203f-B8,5:47:00,9:52:00,57.05,40,3.49,164.86,34.39,199.25,Bellevue,no split needed
3891,f99b3605,I-405 BRT  - updated,f99b3605-B28,0:11:00,2:10:00,72.81,60,2.74,170.97,28.43,199.4,South_Annex,no split needed
344,13b335d0,143,13b335d0-B5,14:43:00,17:19:00,76.37,40,2.61,153.07,46.41,199.48,South,no split needed
3364,da45433b,122,da45433b-B1,7:12:00,8:53:00,46.88,60,4.26,172.59,26.99,199.58,South_Annex,no split needed
1480,66c6203f,3992,66c6203f-B3,4:57:00,18:30:00,57.66,40,3.46,165.21,34.39,199.6,Bellevue,no split needed
339,13b335d0,143,13b335d0-B12,18:13:00,20:49:00,76.67,40,2.6,153.2,46.41,199.6,South,no split needed
3544,eab5da70,3114,eab5da70-B11,14:46:00,16:29:00,48.51,60,4.11,173.88,25.74,199.62,East,no split needed
2964,c204fdf4,50,c204fdf4-B4,6:02:00,18:43:00,49.13,40,4.06,152.53,47.14,199.67,Atlantic-Central,no split needed
346,13b335d0,143,13b335d0-B7,15:43:00,18:19:00,76.23,40,2.62,153.29,46.41,199.7,South,no split needed
1476,66c6203f,3992,66c6203f-B23,15:37:00,19:42:00,57.74,40,3.46,165.35,34.39,199.75,Bellevue,no split needed
2888,b425dba3,2516,b425dba3-B36,18:49:00,20:31:00,51.38,60,3.89,174.18,25.66,199.85,East,no split needed
3103,c99fbd92,2204,c99fbd92-B23,18:25:00,21:58:00,66.12,40,3.02,167.82,32.06,199.88,East,no split needed
340,13b335d0,143,13b335d0-B13,18:43:00,21:19:00,76.15,40,2.63,153.58,46.41,199.99,South,no split needed
438,1c329727,3162,1c329727-B14,14:52:00,16:47:00,42.92,60,4.66,155.08,44.95,200.03,South,no split needed
985,32f39340,3055,32f39340-B10,7:19:00,9:48:00,32.21,60,6.21,152.38,47.67,200.05,South,no split needed
296,1346a743,5,1346a743-B21,13:34:00,15:46:00,43.95,40,4.55,156.53,43.66,200.18,Atlantic-Central,no split needed
3378,da45433b,122,da45433b-B16,19:12:00,20:55:00,46.21,60,4.33,173.15,27.15,200.3,South_Annex,no split needed
2484,a4df1f2e,1049 RRIC,a4df1f2e-B20,8:42:00,10:16:00,47.84,60,4.19,173.75,26.73,200.47,South_Interim,no split needed
1483,66c6203f,3992,66c6203f-B6,5:27:00,19:01:00,57.4,40,3.5,166.24,34.39,200.63,Bellevue,no split needed
80,059101a9,1033 RR (I Line) - updated,059101a9-B27,21:34:00,23:11:00,40.32,60,4.98,157.32,43.51,200.83,South,no split needed
338,13b335d0,143,13b335d0-B11,17:43:00,20:19:00,76.67,40,2.62,154.45,46.41,200.86,South,no split needed
2483,a4df1f2e,1049 RRIC,a4df1f2e-B2,5:52:00,18:43:00,49.34,60,4.07,174.3,26.73,201.03,South_Interim,no split needed
2384,9c1653f3,3183,9c1653f3-B10,6:08:00,9:40:00,56.17,40,3.58,168.95,32.14,201.09,Bellevue,no split needed
3815,f7722eef,544,f7722eef-B17,17:55:00,20:36:00,56.41,60,3.57,170.94,30.38,201.33,East,no split needed
1032,382a7992,2402,382a7992-B20,16:29:00,20:21:00,77.25,40,2.61,149.8,51.6,201.4,South,no split needed
3396,da45433b,122,da45433b-B24,21:12:00,22:55:00,45.8,60,4.4,174.25,27.15,201.4,South_Annex,no split needed
1457,65f315cd,24,65f315cd-B6,6:15:00,9:33:00,50.97,40,3.95,156.07,45.35,201.42,Ryerson,no split needed
881,30c6e352,1061,30c6e352-B17,6:41:00,10:30:00,25.06,60,8.04,148.51,52.96,201.46,Atlantic-Central,no split needed
775,2e929340,545/550,2e929340-B4,1:14:00,4:59:00,69.32,40,2.91,168.61,32.88,201.49,East,no split needed
3645,eb1f1b94,1014,eb1f1b94-B9,6:03:00,10:55:00,53.06,40,3.8,149.97,51.77,201.74,Ryerson,no split needed
2407,9c1653f3,3183,9c1653f3-B9,5:58:00,9:30:00,56.87,40,3.55,169.78,32.14,201.92,Bellevue,no split needed
1477,66c6203f,3992,66c6203f-B24,15:47:00,19:52:00,58.52,40,3.45,167.56,34.39,201.95,Bellevue,no split needed
899,30c6e352,1061,30c6e352-B25,15:37:00,19:38:00,25.05,60,8.07,148.35,53.92,202.27,Atlantic-Central,no split needed
3630,eb1f1b94,1014,eb1f1b94-B12,14:39:00,19:41:00,53.73,40,3.77,149.87,52.45,202.32,Ryerson,no split needed
3404,da45433b,122,da45433b-B4,8:42:00,10:23:00,47.87,60,4.23,175.35,26.99,202.34,South_Annex,no split needed
781,2e929340,545/550,2e929340-B7,2:14:00,5:59:00,70.08,40,2.89,169.67,32.88,202.55,East,no split needed
1463,66c6203f,3992,66c6203f-B11,5:58:00,10:00:00,57.25,40,3.54,168.36,34.19,202.55,Bellevue,no split needed
2405,9c1653f3,3183,9c1653f3-B7,5:38:00,9:10:00,57.19,40,3.54,170.41,32.14,202.55,Bellevue,no split needed
1266,4819048b,102,4819048b-B2,5:19:00,6:56:00,57.77,40,3.51,160.37,42.38,202.74,South,no split needed
440,1c329727,3162,1c329727-B16,23:22:00,1:08:00,43.61,60,4.65,158.59,44.23,202.82,South,no split needed
1256,4819048b,102,4819048b-B10,6:55:00,8:32:00,57.15,40,3.55,160.53,42.38,202.91,South,no split needed
